"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","NAT MODE CLIENT CONNECTIVITY","","2","6","38","6","0"
"","BRIDGE MODE EAP PASSPOINT SETUP","","8","0","0","0","0"
"","NAT MODE EAP PASSPOINT SETUP","","4","0","0","0","0"
"","VLAN MODE EAP PASSPOINT SETUP","","4","0","0","0","0"
