"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","NAT MODE CLIENT CONNECTIVITY","","1","8","51","0","0"
"","BRIDGE MODE CLIENT CONNECTIVITY","","0","13","47","0","0"
"","BRIDGE MODE EAP PASSPOINT SETUP","","4","1","0","3","0"
"","NAT MODE EAP PASSPOINT SETUP","","0","0","0","4","0"
"","VLAN MODE EAP PASSPOINT SETUP","","0","0","0","4","0"
