"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","NAT MODE CLIENT CONNECTIVITY","","2","15","19","4","0"
"","BRIDGE MODE EAP PASSPOINT SETUP","","2","2","4","0","0"
"","NAT MODE EAP PASSPOINT SETUP","","1","2","1","0","0"
"","VLAN MODE EAP PASSPOINT SETUP","","4","0","0","0","0"
