"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","NAT MODE CLIENT CONNECTIVITY","","0","1","59","0","0"
"","BRIDGE MODE CLIENT CONNECTIVITY","","0","2","58","0","0"
"","BRIDGE MODE EAP PASSPOINT SETUP","","0","0","0","8","0"
"","VLAN MODE EAP PASSPOINT SETUP","","0","0","0","4","0"
"","NAT MODE EAP PASSPOINT SETUP","","0","0","0","4","0"
