"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","NAT MODE CLIENT CONNECTIVITY","","0","20","16","4","0"
"","BRIDGE MODE EAP PASSPOINT SETUP","","7","0","1","0","0"
"","VLAN MODE EAP PASSPOINT SETUP","","4","0","0","0","0"
"","NAT MODE EAP PASSPOINT SETUP","","4","0","0","0","0"
