"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","BRIDGE MODE CLIENT CONNECTIVITY","","0","1","59","0","0"
"","NAT MODE CLIENT CONNECTIVITY","","0","2","58","0","0"
