"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","BRIDGE MODE CLIENT CONNECTIVITY","","0","60","0","0","0"
"","NAT MODE CLIENT CONNECTIVITY","","0","60","0","0","0"
"","BRIDGE MODE EAP PASSPOINT SETUP","","0","8","0","0","0"
"","VLAN MODE EAP PASSPOINT SETUP","","0","4","0","0","0"
"","NAT MODE EAP PASSPOINT SETUP","","0","4","0","0","0"
