"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","BRIDGE MODE CLIENT CONNECTIVITY","","3","2","49","6","0"
"","NAT MODE CLIENT CONNECTIVITY","","3","0","51","6","0"
"","BRIDGE MODE EAP PASSPOINT SETUP","","4","0","0","4","0"
"","NAT MODE EAP PASSPOINT SETUP","","0","0","0","4","0"
"","VLAN MODE EAP PASSPOINT SETUP","","0","0","0","4","0"
